regency	noun	အစားထိုးဘုရင်အုပ်ချုပ်သည့်ကာလ|အုပ်ထိန်းမင်းအာဏာ
seasonally	adverb	ရာသီအလိုက်
snare	noun	ထောင်ချောက်|ဖမ်းကြိုး
stomp	verb	ခြေထောက်အားပြင်းစွာနင်းသည်|ဖိနင်းသည်
subsection	noun	အပိုင်းခွဲငယ်
summertime	noun	နွေရာသီကာလ
teal	noun	စိမ်းပြာရောင်|ရေဘဲငယ်မျိုး
throwback	noun	ရှေးပုံစံပြန်ပေါ်လာမှု|ရှေးဆန်သောအရာ
trickle	noun	တစက်စက်စီးဆင်းမှု|အနည်းငယ်စီးဝင်မှု
tweed	noun	ထူထဲသောသိုးမွှေးအထည်
widen	verb	ပိုကျယ်လာသည်|ကျယ်စေသည်
yelp	noun	စူးရှသောအော်သံ|ခွေးအော်သံ
apiece	adverb	တစ်ယောက်လျှင်|တစ်ခုစီ
bittersweet	adjective	ဝမ်းသာဝမ်းနည်းရောနှောသော|ချိုခါးသော
coincidentally	adverb	တိုက်တိုက်ဆိုင်ဆိုင်
crystalline	adjective	ကြည်လင်သောကျောက်သလင်းပုံရှိသော|ပုံဆောင်ခဲဖြစ်သော
eastward	adverb	အရှေ့ဘက်သို့
fluorescence	noun	အလင်းရောင်ထုတ်လွှတ်မှု|ဖလူအိုရက်ဆန့်အလင်း
forceful	adjective	အားကောင်းသော|ပြင်းထန်သက်ရောက်မှုရှိသော
forte	noun	အထူးအားသာချက်|ကျွမ်းကျင်ရာ
grassy	adjective	မြက်ထူသော|မြက်ဖုံးသော
intimately	adverb	အလွန်နီးကပ်စွာ|ရင်းနှီးစွာ
luminous	adjective	အလင်းရောင်ထွက်သော|တောက်ပသော
melodic	adjective	သံစဉ်ချိုသာသော|တေးသွားဆိုင်ရာ
overlay	noun	အပေါ်ယံထပ်လွှာ|ထပ်ဖုံးထားသောအလွှာ
patriarchal	adjective	ဖခင်အာဏာအခြေပြုသော|အမျိုးသားအကြီးအကဲစနစ်ဆိုင်ရာ
plethora	noun	အလွန်ပေါများမှု|လွန်ကဲသောအရေအတွက်
plutonium	noun	ပလူတိုနီယမ်ဓာတ်
rectangle	noun	ထောင့်မှန်စတုဂံ
recurrent	adjective	ထပ်ခါထပ်ခါဖြစ်သော|ပြန်ဖြစ်တတ်သော
religiously	adverb	ဘာသာရေးအတိုင်း|အလွန်စည်းကမ်းတကျ
relive	verb	အတိတ်အတွေ့အကြုံကိုပြန်လည်ခံစားသည်
requisite	noun	မရှိမဖြစ်လိုအပ်ချက်
responsibly	adverb	တာဝန်ယူစွာ
revolve	verb	လှည့်ပတ်သည်|အချက်တစ်ခုကိုဗဟိုပြုသည်
rightfully	adverb	တရားမျှတစွာ|ထိုက်တန်သလို
shadowy	adjective	အရိပ်များသော|မရှင်းလင်းသော
spectre	noun	တစ္ဆေပုံရိပ်|ကြောက်မက်ဖွယ်အန္တရာယ်
stallion	noun	အရွယ်ရောက်မြင်းထီး
tapestry	noun	ပန်းချီယက်ထည်|ရှုပ်ထွေးလှပသောစုစည်းပုံ
tubular	adjective	ပိုက်ပုံသဏ္ဌာန်ရှိသော|အတွင်းခေါင်းပေါက်ရှိသော
uneducated	adjective	ပညာမသင်ထားသော|ပညာရေးနည်းသော
unload	verb	ကုန်ချသည်|အလေးချသည်
unreleased	adjective	မထုတ်ပြန်ရသေးသော|မဖြန့်ချိရသေးသော
volley	noun	တစ်ပြိုင်နက်ပစ်ခတ်မှု|အဆက်မပြတ်ပစ်လွှတ်မှု
warmly	adverb	နွေးထွေးစွာ|ရင်းရင်းနှီးနှီး
wavy	adjective	လှိုင်းတွန့်ရှိသော|ကောက်ကွေးသော
aroma	noun	မွှေးရနံ့|အနံ့
biologically	adverb	ဇီဝဗေဒအရ
clegg	noun	သွေးစုပ်ယင်ကြီးမျိုး
confederacy	noun	အဖွဲ့အစည်းများမဟာမိတ်စု|ပေါင်းစည်းအဖွဲ့
converge	verb	တစ်နေရာတည်းသို့ဆုံလာသည်|ပေါင်းဆုံသည်
embryonic	adjective	သန္ဓေသားဆိုင်ရာ|အစပြုအဆင့်ရှိသော
fragmentation	noun	အပိုင်းအစများအဖြစ်ခွဲခြမ်းခြင်း|ပြိုကွဲမှု
goth	noun	အမှောင်ဆန်သည့်ဝတ်စားယဉ်ကျေးမှုပုံစံဝင်|ဂေါ့ပုံစံနှစ်သက်သူ
gubernatorial	adjective	ပြည်နယ်အုပ်ချုပ်ရေးမှူးဆိုင်ရာ
lifeless	adjective	အသက်မရှိသော|အသက်ဝင်မှုမရှိသော
lotto	noun	နံပါတ်မဲကစားပွဲ|ကံစမ်းမဲ
lovable	adjective	ချစ်စရာကောင်းသော|ချစ်ခင်လို့ကောင်းသော
moot	adjective	အငြင်းပွားနိုင်သော|လက်တွေ့အရေးမပါတော့သော
overland	adjective	ကုန်းလမ်းဖြင့်သွားသော
partake	verb	ပါဝင်သည်|စားသုံးမျှဝေသည်
pollard	noun	အကိုင်းဖြတ်ထားသောသစ်ပင်
proto	adjective	မူလအစပုံစံဖြစ်သော|ရှေးဦးဖြစ်သော
pulpit	noun	ဟောပြောစင်|တရားဟောစင်
relational	adjective	ဆက်နွယ်မှုဆိုင်ရာ|အပြန်အလှန်ဆက်စပ်သော
renegade	noun	အဖွဲ့မှဖောက်ထွက်သူ|ပုန်ကန်သူ
rotational	adjective	လှည့်ပတ်မှုဆိုင်ရာ|အလှည့်ကျဖြစ်သော
segmentation	noun	အပိုင်းများခွဲခြင်း|အပိုင်းလိုက်ဖွဲ့စည်းမှု
shaker	noun	လှုပ်ခါပစ္စည်း|သြဇာရှိသူ
sizeable	adjective	အတော်အတန်ကြီးသော
sled	noun	နှင်းလျှောယာဉ်
sludge	noun	အနည်ပျစ်|အညစ်အကြေးပျစ်ထု
taker	noun	လက်ခံသူ|ယူသူ
unfounded	adjective	အခြေအမြစ်မရှိသော|သက်သေမရှိသော
uninsured	adjective	အာမခံမထားသော
vernacular	noun	ဒေသသုံးဘာသာစကား|နေ့စဉ်ပြောဆိုသည့်စကား
watercolor	noun	ရေဆေးပန်းချီ|ရေဆေးရောင်
wight	noun	လူသား|သတ္တဝါ
alternately	adverb	တစ်လှည့်စီ|အလှည့်ကျ
bathe	verb	ရေချိုးသည်|ရေထဲစိမ်သည်
carbonate	noun	ကာဗွန်နိတ်ဓာတ်ပေါင်း
choral	adjective	သံပြိုင်သီချင်းဆိုင်ရာ
clientele	noun	ဖောက်သည်အစုအဝေး|ပုံမှန်ဖောက်သည်များ
curvature	noun	ကွေးညွတ်မှု|အကွေးအတိုင်းအတာ
deflection	noun	လမ်းကြောင်းလွဲမှု|ဘေးသို့ကွေ့ထွက်မှု
effortlessly	adverb	အားမစိုက်ရဘဲ|လွယ်လွယ်ကူကူ
fruition	noun	အကောင်အထည်ပေါ်ခြင်း|ရလဒ်ထွက်ပေါ်မှု
fullback	noun	နောက်တန်းကစားသမား|ဘောလုံးနောက်တန်းနေရာ
homogeneous	adjective	တစ်မျိုးတည်းညီညာသော|ဖွဲ့စည်းပုံတူသော
intangible	adjective	မထိတွေ့နိုင်သော|ရုပ်ဝတ္ထုမဟုတ်သော
laureate	noun	ဂုဏ်ထူးဆုရသူ|အောင်မြင်မှုဖြင့်ဂုဏ်ပြုခံရသူ
lineman	noun	လိုင်းတန်းနေရာကစားသမား|လိုင်းပြုပြင်လုပ်သား
madman	noun	ရူးသွပ်သူ|အလွန်မိုက်မဲစွာပြုမူသူ
maniac	noun	ရူးသွပ်သူ|တစ်ခုခုကိုအလွန်စွဲလမ်းသူ
medalist	noun	ဆုတံဆိပ်ရသူ
melee	noun	ရှုပ်ထွေးပွဲကြမ်း|လူအုပ်တိုက်ခိုက်မှု
menstrual	adjective	ရာသီလာခြင်းဆိုင်ရာ
metaphysical	adjective	ရုပ်လွန်ဒဿနဆိုင်ရာ|အနှစ်သာရလွန်ဆိုင်ရာ
methyl	noun	မီသိုင်းလ်ဓာတ်စု
mindless	adjective	မစဉ်းစားသော|အဓိပ္ပာယ်မဲ့သော
northward	adverb	မြောက်ဘက်သို့
payer	noun	ငွေပေးသူ|ပေးချေသူ
pictorial	adjective	ရုပ်ပုံများပါသော|ရုပ်ပုံဆိုင်ရာ
prospectus	noun	အချက်အလက်မိတ်ဆက်စာစောင်|သင်တန်းလမ်းညွှန်စာအုပ်
seaweed	noun	ပင်လယ်ရေညှိ
sketchy	adjective	အသေးစိတ်မပြည့်စုံသော|သံသယဖြစ်ဖွယ်သော
southbound	adjective	တောင်ဘက်သို့ဦးတည်သော
specificity	noun	တိကျသတ်မှတ်မှု|အသေးစိတ်တိကျမှု
stewardship	noun	တာဝန်ယူစီမံခန့်ခွဲမှု|ထိန်းသိမ်းစောင့်ရှောက်မှု
stoppage	noun	ရပ်တန့်မှု|ပိတ်ဆို့မှု
tint	noun	အရောင်ဖျော့အရိပ်|အရောင်နည်းနည်း
unbroken	adjective	မပြတ်တောက်သော|မကွဲသော
whiff	noun	အနံ့တစ်ချက်|လေတစ်ချက်
aristocracy	noun	မင်းမျိုးမင်းနွယ်အုပ်စု|အထက်တန်းစားအာဏာရှင်အလွှာ
bile	noun	သည်းခြေရည်|ခါးသီးဒေါသ
boner	noun	ရှက်စရာအမှား|လိင်တံတင်းမာမှု
circumcision	noun	အရေပြားဖြတ်ခြင်း|အမျိုးသားလိင်အင်္ဂါအဖုံးအရေပြားဖြတ်ခြင်း
clutter	noun	ရှုပ်ပွနေသောပစ္စည်းများ|အရှုပ်အထွေး
cutoff	noun	ဖြတ်တောက်သတ်မှတ်ချက်|နောက်ဆုံးကန့်သတ်ချက်
drawback	noun	အားနည်းချက်|အဟန့်အတား
elliptical	adjective	ဘဲဥပုံဖြစ်သော|အယ်လစ်ပုံသဏ္ဌာန်ရှိသော
eminence	noun	ထင်ရှားဂုဏ်ရှိမှု|မြင့်မားသောအဆင့်
fragrant	adjective	မွှေးကြိုင်သော
generalization	noun	ယေဘုယျသတ်မှတ်ချက်|ယေဘုယျကောက်ချက်ချမှု
goldsmith	noun	ရွှေပန်းထိမ်သမား
hermit	noun	လူမှုဘဝမှရှောင်နေသူ|တစ်ကိုယ်တည်းကျင့်ကြံသူ
ionic	adjective	အိုင်ယွန်ဆိုင်ရာ|အိုင်ယွန်ပါဝင်သော
kilometre	noun	ကီလိုမီတာ
medial	adjective	အလယ်ပိုင်းရှိသော|အလယ်မျဉ်းဆိုင်ရာ
mercantile	adjective	ကုန်သွယ်ရေးဆိုင်ရာ|စီးပွားကုန်သွယ်မှုဆိုင်ရာ
migratory	adjective	ရာသီအလိုက်နေရာပြောင်းသော|ရွှေ့ပြောင်းသွားလာသော
modernist	noun	ခေတ်သစ်ပုံစံလိုက်စားသူ|ခေတ်သစ်အနုပညာရှင်
mover	noun	ရွှေ့ပြောင်းပေးသူ|အရာရွှေ့သူ
nomenclature	noun	အမည်ပေးစနစ်|ဝေါဟာရအမည်စာရင်း
outback	adjective	လူနေကျဲသောဝေးလံဒေသဆိုင်ရာ
panoramic	adjective	ကျယ်ပြန့်မြင်ကွင်းရှိသော|ပတ်လည်မြင်ကွင်းဆိုင်ရာ
philanthropic	adjective	ပရဟိတဆန်သော|လူမှုကူညီရေးစိတ်ရှိသော
